restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Rupes Burgers,blackfoot,burger,low,3.7,104,Dollar($)
Texas Roadhouse,chubbuck,american,low,3.5,83,Dollar($)
Riverwalk Cafe,lava hot springs,asian,low,3.6,91,Dollar($)
Royal Hotel,lava hot springs,pizza,low,3.6,59,Dollar($)
Buddy's Italian Restaurant,pocatello,italian,low,3.7,222,Dollar($)
Butterburrs,pocatello,american,low,3.6,121,Dollar($)
Chang Garden,pocatello,chinese,low,3.5,93,Dollar($)
Fifth Street Bagelry,pocatello,coffee and tea,low,3.8,136,Dollar($)
Goody's Deli,pocatello,pizza,low,3.8,160,Dollar($)
Grecian Key Restaurant,pocatello,american,low,3.7,152,Dollar($)
Outer Limits Fun Zone,pocatello,burger,low,3.5,57,Dollar($)
Portneuf Valley Brewing,pocatello,american,low,3.7,191,Dollar($)
Sandpiper Restaurant & Lounge,pocatello,american,low,3.6,85,Dollar($)
Senor Iguanas,pocatello,mexican,low,3.6,108,Dollar($)
Sushi Family,pocatello,asian,low,3.6,132,Dollar($)
Taste of India Nepal,pocatello,indian,low,3.8,141,Dollar($)
Thai Paradise,pocatello,desserts,low,3.7,162,Dollar($)
The Bridge,pocatello,new american,low,3.6,144,Dollar($)
Nosh Mahal,pocatello,indian,low,1.0,1,Dollar($)
El Herradero,pocatello,mexican,low,4.1,365,Dollar($)
Barrett Junction Cafe,potrero,american,low,3.3,9,Dollar($)
Blue Point Grill,princeton,seafood,low,4.0,542,Dollar($)
Giovanni's Shrimp Truck,kahuku,seafood,low,4.5,691,Dollar($)
Kona Brewing Company,kailua kona,american,low,4.7,764,Dollar($)
Coconuts Fish Cafe,kihei,seafood,low,4.5,487,Dollar($)
Kihei Caffe,kihei,american,low,4.5,695,Dollar($)
Monkeypod Kitchen by Merriman,kihei,burger,low,4.2,485,Dollar($)
Sansei Seafood Restaurant & Sushi Bar,kihei,japanese,low,4.2,807,Dollar($)
Star Noodle,lahaina,asian,low,4.6,723,Dollar($)
Aloha Mixed Plate,lahaina,asian,low,4.2,874,Dollar($)
Gazebo,lahaina,breakfast,low,4.4,552,Dollar($)
Hula Grill,lahaina,hawaiian,low,4.3,1056,Dollar($)
Kimo's,lahaina,hawaiian,low,4.3,707,Dollar($)
Mama's Fish House,paia,hawaiian,low,4.9,1343,Dollar($)
Marukame Udon,waikiki,japanese,low,4.9,602,Dollar($)
Yard House,waikiki,american,low,4.6,1078,Dollar($)
Lulu's Waikiki,waikiki,american,low,3.9,232,Dollar($)
Duke's Waikiki,waikiki,hawaiian,low,4.4,1492,Dollar($)
Eggs 'n Things,waikiki,breakfast,low,4.0,535,Dollar($)
Roy's,waikiki,asian,low,4.2,531,Dollar($)
Wailana Coffee House,waikiki,american,low,4.2,694,Dollar($)
The Lady & Sons,savannah,southern,low,3.3,1201,Dollar($)
Green Truck Pub,savannah,burger,low,4.7,906,Dollar($)
Leopold's Ice Cream,savannah,desserts,low,4.6,880,Dollar($)
Mrs. Wilkes' Dining Room,savannah,american,low,4.5,1014,Dollar($)
Zunzi's,savannah,international,low,4.5,796,Dollar($)
Moon River Brewing Company,savannah,american,low,3.7,747,Dollar($)
Pirates' House Restaurant,savannah,american,low,3.8,566,Dollar($)
B. Matthew's Eatery,savannah,american,low,4.1,683,Dollar($)
Crystal Beer Parlor,savannah,american,low,4.4,690,Dollar($)
Goose Feathers Cafe and Bakery,savannah,breakfast,low,4.2,680,Dollar($)
Henry's,savannah,american,low,4.1,287,Dollar($)
Huey's On The River,savannah,breakfast,low,4.1,802,Dollar($)
J. Christopher's,savannah,breakfast,low,4.3,710,Dollar($)
Lulu's Chocolate Bar,savannah,coffee and tea,low,4.3,456,Dollar($)
Rocks on the River,savannah,pizza,low,4.0,687,Dollar($)
SOHO South Cafe,savannah,cafe,low,4.3,719,Dollar($)
The Olde Pink House,savannah,american,low,4.4,1803,Dollar($)
Vic's On The River,savannah,american,low,4.1,558,Dollar($)
The Crab Shack,tybee island,seafood,low,3.8,883,Dollar($)
Sky On 57,"bayfront avenue, downtown core",chinese,medium,3.4,34,Dollar($)
Cut By Wolfgang Puck,"bayfront subzone, downtown core",american,low,4.0,33,Dollar($)
Restaurant Andre,"cantonment road, outram",french,medium,3.8,33,Dollar($)
Potato Head Folk,"chinatown, outram",american,low,3.1,34,Dollar($)
Jaan,"city hall, downtown core",french,medium,3.8,35,Dollar($)
Rhubarb Le Restaurant,"duxton hill, outram",french,medium,3.9,33,Dollar($)
Al'frank Cookies,"haji lane, rochor",bakery,low,4.2,29,Dollar($)
Fratini La Trattoria,"hillcrest, bukit timah",italian,low,4.1,35,Dollar($)
Boufe Boutique Cafe,"kay siang road, tanglin",italian,low,3.2,29,Dollar($)
The Refinery Singapore,"lavender, kallang",american,low,3.2,30,Dollar($)
Chye Seng Huat Hardware,"lavender, kallang",cafe,low,3.7,33,Dollar($)
Makansutra Gluttons Bay,"marina centre, downtown core",singaporean,low,3.0,25,Dollar($)
Colony,"marina centre, downtown core",asian,low,3.8,30,Dollar($)
Summer Pavilion,"marina centre, downtown core",chinese,medium,3.9,34,Dollar($)
The Lokal,"neil road, outram",singaporean,low,3.1,33,Dollar($)
I Am,"north bridge road, rochor",western,low,3.2,32,Dollar($)
Super Loco,"robertson quay, singapore river",american,low,3.2,30,Dollar($)
Artistry,"sungai pinang, rochor",american,low,3.8,28,Dollar($)
Bitters & Love,"telok ayer street, outram",finger food,low,3.9,35,Dollar($)
Artichoke Cafe,"victoria, rochor",cafe,low,3.2,33,Dollar($)
Archie's Waeside,le mars,burger,low,3.7,100,Dollar($)
Bob Roe's Pizza,sioux city,american,low,3.6,92,Dollar($)
Da Kao Restaurant,sioux city,asian,low,3.8,182,Dollar($)
Famous Dave's,sioux city,bbq,low,3.6,76,Dollar($)
Fuji Bay Japanese Restaurant,sioux city,japanese,low,3.7,129,Dollar($)
HuHot Mongolian Grill,sioux city,asian,low,3.6,94,Dollar($)
Hunan Palace,sioux city,chinese,low,3.8,129,Dollar($)
Jerry's Pizza,sioux city,pizza,low,3.8,178,Dollar($)
Jim's Burgers,sioux city,burger,low,3.7,97,Dollar($)
Johnnie Mars,sioux city,american,low,3.9,161,Dollar($)
Miles Inn,sioux city,american,low,3.7,122,Dollar($)
Milwaukee Wiener House,sioux city,american,low,3.8,195,Dollar($)
Minerva's Food & Cocktails,sioux city,american,low,3.7,146,Dollar($)
Monterrey Mexican Restaurant,sioux city,mexican,low,3.7,117,Dollar($)
Rebos,sioux city,caribbean,low,3.8,187,Dollar($)
Tokyo Japanese Steakhouse & Sushi Bar,sioux city,japanese,low,3.9,239,Dollar($)
Diamond Thai Cuisine,sioux city,asian,low,4.0,303,Dollar($)
El Fredo Pizza,sioux city,pizza,low,4.0,280,Dollar($)
Trattoria Fresco,sioux city,italian,low,4.0,271,Dollar($)
Kahill's Steak-Fish Chophouse,south sioux city,american,low,3.5,58,Dollar($)
Rumba Island Bar & Grill,clearwater,bbq,low,4.6,1321,Dollar($)
Red Mesa Cantina,downtown st petersburg,latin american,low,4.6,1629,Dollar($)
BellaBrava,downtown st petersburg,american,low,4.1,921,Dollar($)
Ceviche Tapas Bar & Restaurant,downtown st petersburg,spanish,low,4.1,986,Dollar($)
The Moon Under Water,downtown st petersburg,british,low,4.1,1020,Dollar($)
Bern's Steak House,hyde park,american,low,4.7,3157,Dollar($)
Boca Kitchen Bar Market,hyde park,breakfast,low,3.9,665,Dollar($)
Edison: Food+Drink Lab,hyde park,international,low,3.9,373,Dollar($)
Ceviche Tapas Bar & Restaurant,hyde park,breakfast,low,4.4,1007,Dollar($)
Daily Eats,hyde park,american,low,4.4,803,Dollar($)
Salt Rock Grill,indian rocks/indian shores,american,low,4.2,1363,Dollar($)
Mazzaro's Italian Market,kenwood,italian,low,4.9,1424,Dollar($)
Conch Republic Grill,madeira beach/redington beach,sandwich,low,4.5,844,Dollar($)
Mr. Dunderbak's Biergarten and Marketplatz,new tampa,european,low,4.9,1413,Dollar($)
Red Mesa Restaurant,northeast st petersburg,breakfast,low,4.5,1203,Dollar($)
Datz,palma ceia,desserts,low,4.7,3074,Dollar($)
Ella's Americana Folk Art Cafe,seminole heights,international,low,4.8,1715,Dollar($)
Taco Bus,seminole heights,mexican,low,4.5,1868,Dollar($)
The Refinery,seminole heights,seafood,low,4.0,875,Dollar($)
Columbia Restaurant,ybor city,cuban,low,4.4,1746,Dollar($)
1918 Bistro & Grill,tanunda,modern australian,low,4.4,339,Dollar($)
Pig and Whistle,trentham east,australian,low,4.1,87,Dollar($)
Buffalo Wild Wings,valdosta,bar food,low,3.4,98,Dollar($)
El Toreo Mexican Restaurant,valdosta,mexican,low,3.1,83,Dollar($)
306 North Restaurant,valdosta,seafood,low,3.9,231,Dollar($)
Austins Cattle Co,valdosta,burger,low,3.7,216,Dollar($)
Beijing Cafe,valdosta,asian,low,3.8,185,Dollar($)
Bleu Cafe,valdosta,pizza,low,3.7,185,Dollar($)
Bleu Pub,valdosta,burger,low,3.8,281,Dollar($)
Bubba Jax Crab Shack,valdosta,fast food,low,3.7,137,Dollar($)
Cheddar's Scratch Kitchen,valdosta,american,low,3.7,209,Dollar($)
El Cazador,valdosta,mexican,low,3.7,168,Dollar($)
Friends Grille and Bar,valdosta,american,low,3.9,243,Dollar($)
Giulios Greek & Italian Restaurant,valdosta,greek,low,3.8,221,Dollar($)
La Jalisco Supermercato,valdosta,mexican,low,3.5,46,Dollar($)
Masato Japanese,valdosta,japanese,low,3.9,262,Dollar($)
Mom & Dad's Italian Restaurant,valdosta,italian,low,3.7,183,Dollar($)
Mori's Japanese Steakhouse & Sushi Bar,valdosta,japanese,low,3.5,208,Dollar($)
Passage 2 India,valdosta,indian,low,3.8,245,Dollar($)
Rodeo Mexican Restaurant,valdosta,mexican,low,3.8,199,Dollar($)
Steel Magnolias,valdosta,southern,low,3.8,225,Dollar($)
Smok'n Pig B-B-Q,valdosta,bbq,low,4.1,575,Dollar($)
Blue House Cafe,vernonia,coffee and tea,low,4.3,88,Dollar($)
Anchorage Cafe Restaurant Wine Bar,victor harbor,coffee and tea,low,3.6,96,Dollar($)
Lake House Restaurant,vineland station,italian,low,4.3,204,Dollar($)
Masala Grill & Coffee House,cedar falls,indian,low,3.2,18,Dollar($)
Brown Bottle The Cedar Falls,cedar falls,italian,low,3.7,134,Dollar($)
Four Queens Dairy Cream,cedar falls,desserts,low,3.9,190,Dollar($)
Hong Kong Chinese Restaurant,cedar falls,chinese,low,3.8,136,Dollar($)
HuHot Mongolian Grill,cedar falls,asian,low,3.7,113,Dollar($)
J's Homestyle Cooking,cedar falls,american,low,3.6,69,Dollar($)
Montage,cedar falls,american,low,3.6,89,Dollar($)
Mulligan's Brick Oven Grill,cedar falls,burger,low,3.6,80,Dollar($)
Sakura,cedar falls,japanese,low,3.8,175,Dollar($)
Scratch,cedar falls,coffee and tea,low,3.7,136,Dollar($)
SOHO Sushi Bar & Deli,cedar falls,sandwich,low,3.6,114,Dollar($)
Texas Roadhouse,cedar falls,american,low,3.6,93,Dollar($)
Tony's La Pizzeria,cedar falls,pizza,low,3.6,89,Dollar($)
Chapala,waterloo,mexican,low,3.6,69,Dollar($)
Galleria de Paco,waterloo,american,low,3.6,86,Dollar($)
Golden China,waterloo,chinese,low,3.7,73,Dollar($)
Rudy's Tacos,waterloo,mexican,low,3.6,104,Dollar($)
The Screaming Eagle,waterloo,american,low,3.7,101,Dollar($)
The Thai Bowl,waterloo,thai,low,3.5,58,Dollar($)
Tokyo Japanese Steak House,waterloo,japanese,low,3.9,156,Dollar($)
Theo Yianni's Authentic Greek Restaurant,weirton,burger,low,3.9,156,Dollar($)
Fishpatrick's Crabby Cafe,winchester bay,burger,low,3.2,16,Dollar($)
Arigato Sushi,yorkton,asian,low,3.3,26,Dollar($)
Denny's,"abu dhabi mall, tourist club area  (al zahiyah)",american,low,4.6,207,Emirati Diram(AED)
Famous Dave's Barbecue,"abu dhabi mall, tourist club area  (al zahiyah)",american,low,4.6,376,Emirati Diram(AED)
Pizza Di Rocco,al dhafrah,italian,low,4.4,471,Emirati Diram(AED)
Sofra Istanbul,al dhafrah,turkish,low,4.3,224,Emirati Diram(AED)
Salt,al mushrif,fast food,low,4.2,228,Emirati Diram(AED)
Genghis Grill,"al wahda mall, al wahda",asian,low,4.6,81,Emirati Diram(AED)
Olive Garden,"al wahda mall, al wahda",italian,low,4.1,422,Emirati Diram(AED)
Cho Gao - Crowne Plaza Abu Dhabi,"crowne plaza abu dhabi, al markaziya",thai,medium,4.4,246,Emirati Diram(AED)
Gazebo,"dalma mall, mussafah sanaiya",indian,low,4.0,355,Emirati Diram(AED)
Sangeetha Vegetarian Restaurant,madinat zayed,indian,low,3.6,268,Emirati Diram(AED)
Hot Palayok,"madinat zayed shopping centre, madinat zayed",filipino,low,4.5,162,Emirati Diram(AED)
Applebee's,"mushrif mall, al mushrif",american,low,4.0,205,Emirati Diram(AED)
Tikka Tonight,mussafah sanaiya,pakistani,low,4.0,277,Emirati Diram(AED)
Bait El Khetyar,najda,lebanese,low,4.0,380,Emirati Diram(AED)
Indian By Nature,najda,indian,low,4.3,180,Emirati Diram(AED)
Via Delhi,najda,indian,low,4.0,525,Emirati Diram(AED)
Punjab Grill,"venetian village, al maqtaa",indian,medium,4.9,216,Emirati Diram(AED)
Tamba,"world trade center mall, al markaziya",indian,medium,4.7,201,Emirati Diram(AED)
P.F. Chang's,"world trade center mall, al markaziya",chinese,low,4.2,435,Emirati Diram(AED)
The Cheesecake Factory,"yas mall, yas island",american,low,4.6,586,Emirati Diram(AED)
The Farm,al barari,mediterranean,low,3.9,927,Emirati Diram(AED)
Maharaja Bhog,al karama,indian,low,4.1,1448,Emirati Diram(AED)
Rasoi Ghar,al karama,indian,low,4.3,1281,Emirati Diram(AED)
Barbeque Nation,barsha 2,indian,low,4.5,307,Emirati Diram(AED)
Farzi Cafe,"city walk, al safa",international,low,4.5,909,Emirati Diram(AED)
AB's Absolute Barbecues,deira city centre area,continental,low,4.9,641,Emirati Diram(AED)
Carnival By Tresind,difc,indian,medium,4.9,322,Emirati Diram(AED)
AB's Absolute Barbecues,dubai media city,indian,low,4.8,2510,Emirati Diram(AED)
Hard Rock Cafe,festival city,american,medium,4.5,1388,Emirati Diram(AED)
The Coffee Club,jumeirah 1,cafe,low,4.5,403,Emirati Diram(AED)
SALT,"kite beach, umm suqeim",fast food,low,4.3,1351,Emirati Diram(AED)
Din Tai Fung,"mall of the emirates, barsha 1",asian,low,4.3,661,Emirati Diram(AED)
SpiceKlub,mankhool,indian,low,4.4,281,Emirati Diram(AED)
Tresind - Nassima Royal Hotel,"nassima royal hotel, trade centre area",indian,medium,4.9,1352,Emirati Diram(AED)
Grand Barbeque Buffet Restaurant,satwa,indian,low,4.4,552,Emirati Diram(AED)
Red Lobster,"the dubai mall,downtown dubai",seafood,low,3.2,506,Emirati Diram(AED)
The Cheesecake Factory,"the dubai mall,downtown dubai",american,low,4.7,2424,Emirati Diram(AED)
Parker's,"the dubai mall,downtown dubai",cafe,low,4.3,386,Emirati Diram(AED)
Applebee's,trade centre area,american,low,3.7,500,Emirati Diram(AED)
Grub Shack,umm hurair,goan,low,4.3,544,Emirati Diram(AED)
Kamat,abu shagara,indian,low,3.9,285,Emirati Diram(AED)
Vadakkan Pepper,abu shagara,south indian,low,3.8,210,Emirati Diram(AED)
Gazebo,abu shagara,indian,low,4.1,372,Emirati Diram(AED)
Katis Restaurant,al khan,indian,low,4.3,316,Emirati Diram(AED)
Zaroob,al majaz,lebanese,low,3.9,69,Emirati Diram(AED)
Derby,al majaz,fast food,low,4.1,33,Emirati Diram(AED)
Nayaab Haandi,al majaz,pakistani,low,4.1,449,Emirati Diram(AED)
Najmat Lahore Restaurant,al mareija,pakistani,low,4.2,504,Emirati Diram(AED)
Saffron,al mareija,pakistani,low,4.1,192,Emirati Diram(AED)
Pizza Hut,al nahda,fast food,low,2.4,154,Emirati Diram(AED)
Al Mukhtar Bakery,al nahda,bakery,low,4.2,142,Emirati Diram(AED)
Aroos Damascus,al nud,arabian,low,4.2,444,Emirati Diram(AED)
Nando's,"al qasba, al khan",african,low,4.2,265,Emirati Diram(AED)
Peking Chinese Restaurant,halwan suburb,chinese,low,3.8,227,Emirati Diram(AED)
TGI Friday's,"majaz waterfront, al majaz 3",american,low,3.9,357,Emirati Diram(AED)
Rajasthan Al Malaki,muwailih commercial,indian,low,4.8,459,Emirati Diram(AED)
Applebee's,"sahara centre, al nahda",american,low,4.1,197,Emirati Diram(AED)
Paper Fig,university city,cafe,low,4.5,143,Emirati Diram(AED)
Sis Burger,university city,fast food,low,3.8,12,Emirati Diram(AED)
Crafted Blends,university city,cafe,low,4.2,43,Emirati Diram(AED)
Jahanpanah,agra cantt,north indian,high,3.9,140,Indian Rupees(Rs.)
Rangrezz Restaurant,agra cantt,north indian,high,3.5,71,Indian Rupees(Rs.)
Time2Eat - Mama Chicken,agra cantt,north indian,medium,3.6,94,Indian Rupees(Rs.)
Chokho Jeeman Marwari Jain Bhojanalya,civil lines,rajasthani,medium,4.0,87,Indian Rupees(Rs.)
Pinch Of Spice,civil lines,north indian,high,4.2,177,Indian Rupees(Rs.)
MoMo Cafe,"courtyard by marriott agra, tajganj",north indian,high,4.0,45,Indian Rupees(Rs.)
Peshawri - ITC Mughal,"itc mughal, tajganj",north indian,high,4.3,133,Indian Rupees(Rs.)
Taj Bano - ITC Mughal,"itc mughal, tajganj",mughlai,high,4.0,41,Indian Rupees(Rs.)
G Thal,khandari,rajasthani,high,3.6,59,Indian Rupees(Rs.)
Dawat-e-Nawab - Radisson Blu,"radisson blu, tajganj",north indian,high,3.8,46,Indian Rupees(Rs.)
The Latitude - Radisson Blu,"radisson blu, tajganj",north indian,low,3.9,103,Indian Rupees(Rs.)
Dasaprakash Restaurant,rakabganj,south indian,medium,4.1,121,Indian Rupees(Rs.)
The Charcoal Chimney,tajganj,north indian,high,3.4,70,Indian Rupees(Rs.)
Sheroes Hangout,tajganj,cafe,low,4.9,77,Indian Rupees(Rs.)
Bon Barbecue,tajganj,north indian,high,3.8,57,Indian Rupees(Rs.)
Chapter 1 Cafe,tajganj,cafe,low,3.9,98,Indian Rupees(Rs.)
Pind Balluchi,tajganj,north indian,high,3.7,175,Indian Rupees(Rs.)
Pizza Hut,tajganj,italian,high,4.4,134,Indian Rupees(Rs.)
Tea'se Me - Rooftop Tea Boutique,tajganj,chinese,high,4.2,166,Indian Rupees(Rs.)
Thaaliwala,tajganj,north indian,high,4.1,168,Indian Rupees(Rs.)
650 - The Global Kitchen,ambavadi,chinese,high,4.2,1582,Indian Rupees(Rs.)
Patang - The Revolving Restaurant,ashram road,continental,high,3.7,1315,Indian Rupees(Rs.)
Huber & Holly,bodakdev,ice cream,medium,4.5,217,Indian Rupees(Rs.)
@Mango,bodakdev,north indian,high,4.1,769,Indian Rupees(Rs.)
Fozzie's Pizzaiolo,bodakdev,pizza,high,4.3,731,Indian Rupees(Rs.)
La Pino'z Pizza,bodakdev,pizza,medium,4.4,113,Indian Rupees(Rs.)
Mocha,bodakdev,cafe,high,4.4,944,Indian Rupees(Rs.)
Blue -  Rooftop Cafe Restaurant Bistro,c g road,north indian,high,3.8,63,Indian Rupees(Rs.)
MoMo Cafí© - Courtyard By Marriott,"courtyard by marriott, satellite",north indian,high,3.6,375,Indian Rupees(Rs.)
Cryo Lab,ellis bridge,desserts,medium,4.6,166,Indian Rupees(Rs.)
Swati Snacks,ellis bridge,fast food,medium,4.4,697,Indian Rupees(Rs.)
Brick Kitchen,ghatlodia,north indian,high,4.3,325,Indian Rupees(Rs.)
Kabir Restaurant,gurukul,north indian,medium,3.8,432,Indian Rupees(Rs.)
Puffizza,gurukul,italian,high,4.3,744,Indian Rupees(Rs.)
Cafe Alfresco,navrangpura,cafe,high,4.0,404,Indian Rupees(Rs.)
The Cafe Baraco,navrangpura,cafe,medium,4.4,317,Indian Rupees(Rs.)
Nini's Kitchen,prahlad nagar,north indian,high,4.5,1138,Indian Rupees(Rs.)
Yanki Sizzlers,thaltej,continental,high,4.1,1041,Indian Rupees(Rs.)
The Garden Cafe - The Fern,"the fern, sola",north indian,high,4.1,192,Indian Rupees(Rs.)
Mazzo,vastrapur,cafe,medium,3.9,166,Indian Rupees(Rs.)
Turquoise Villa,vastrapur,continental,high,4.0,535,Indian Rupees(Rs.)
Aryan Family's Delight,civil lines,north indian,medium,3.4,57,Indian Rupees(Rs.)
Bean Here,civil lines,cafe,medium,3.3,76,Indian Rupees(Rs.)
Bikanerwala,civil lines,north indian,medium,3.2,51,Indian Rupees(Rs.)
Dewsis,civil lines,north indian,medium,3.4,99,Indian Rupees(Rs.)
Friends Forever,civil lines,north indian,medium,3.4,83,Indian Rupees(Rs.)
Hotel Ravisha Continental,civil lines,north indian,medium,3.4,18,Indian Rupees(Rs.)
KFC,civil lines,american,medium,3.4,58,Indian Rupees(Rs.)
McDonald's,civil lines,fast food,medium,3.3,53,Indian Rupees(Rs.)
Pind Balluchi,civil lines,north indian,high,3.2,6,Indian Rupees(Rs.)
Pizza Hut,civil lines,italian,high,3.4,35,Indian Rupees(Rs.)
Subway,civil lines,fast food,medium,3.4,32,Indian Rupees(Rs.)
Tandoor Restaurant,civil lines,north indian,medium,3.2,151,Indian Rupees(Rs.)
The BrewMaster,civil lines,north indian,low,3.3,49,Indian Rupees(Rs.)
The Tamarind Tree,civil lines,south indian,medium,3.4,106,Indian Rupees(Rs.)
Cafe El Chico,civil lines,continental,high,3.6,59,Indian Rupees(Rs.)
Eat On,civil lines,north indian,low,3.7,105,Indian Rupees(Rs.)
Hot Stuff,civil lines,north indian,medium,3.5,105,Indian Rupees(Rs.)
Paradise,civil lines,desserts,medium,3.6,57,Indian Rupees(Rs.)
Sagar Ratna,tagore town,south indian,medium,3.5,134,Indian Rupees(Rs.)
Moti Mahal Delux,"vinayak city centre mall, civil lines",mughlai,high,3.3,58,Indian Rupees(Rs.)
Makhan Fish and Chicken Corner,basant nagar,north indian,high,3.4,345,Indian Rupees(Rs.)
Charming Chicken,basant nagar,north indian,medium,3.9,151,Indian Rupees(Rs.)
Ahuja Milk Bhandar,hathi gate,beverages,low,4.0,52,Indian Rupees(Rs.)
Crystal Restaurant,ina colony,north indian,high,3.4,122,Indian Rupees(Rs.)
Brijwasi Chat Bhandar,ina colony,street food,low,3.6,56,Indian Rupees(Rs.)
Bubby Fish & Chicken Corner,ina colony,north indian,medium,3.5,91,Indian Rupees(Rs.)
Bon Gateau,ranjit avenue,cafe,medium,3.4,26,Indian Rupees(Rs.)
The Yellow Chilli,ranjit avenue,north indian,high,3.4,98,Indian Rupees(Rs.)
La Roma Pizzeria,ranjit avenue,fast food,medium,3.5,111,Indian Rupees(Rs.)
Sakhis Watz Kukin,ranjit avenue,north indian,high,3.6,51,Indian Rupees(Rs.)
The Kulcha Land,ranjit avenue,north indian,low,3.9,206,Indian Rupees(Rs.)
